NumAxe Jour Diam     X1       Y1       Z1      X2       Y2       Z2
    1    32    0.70   -1.77  -71.54  540.78   -1.61  -70.56  545.68
    2    32    0.70  123.88  -76.40  448.19  123.61  -77.52  453.05
    2    32    0.70  123.61  -77.52  453.05  123.43  -78.25  458.00
    3    32    0.70   46.81  -73.51  445.21   45.99  -70.92  449.40
   17    32    0.70  -68.87 -254.36  321.83  -68.95 -255.03  326.79
   41    32    0.70  -25.12  -77.05  396.80  -25.97  -76.59  401.71
   41    32    0.70  -25.97  -76.59  401.71  -26.86  -76.21  406.61
   80    32    0.70  -89.10  -14.95  363.72  -91.11  -15.31  368.28
  134    32    0.70    4.32  -64.08  327.10    4.05  -65.01  332.01
  207    32    0.70 -163.61  114.21  218.93 -165.10  115.47  223.53
  308    32    0.70 -218.95   24.05  129.63 -223.82   24.57  130.62
  308    32    0.70 -223.82   24.57  130.62 -228.70   24.60  131.70
  324    32    0.26   78.28  -57.16  197.93   77.52  -56.81  200.31
  332    32    0.29  203.09  -37.04  135.52  207.64  -35.03  135.01
  339    32    0.26   32.16  -19.38  182.29   32.03  -17.38  184.61
  359    32    0.31  -91.40 -164.92   38.35  -95.44 -167.71   39.31
  369    32    0.33  -65.53 -123.37   73.98  -68.44 -127.26   75.18
  430    32    0.70 -190.39   25.46   51.53 -194.52   25.82   54.33
  433    32    0.24   20.54   22.66  110.94   21.14   22.99  111.59
  434    32    0.23  -10.17  -48.08   83.65   -9.90  -50.83   83.81
  445    32    0.21   21.16  -75.44  261.74   23.58  -77.46  261.85
  447    32    0.21  -20.37  -34.49  290.58  -22.33  -32.62  292.64
  448    32    0.25   37.07  -28.81  290.63   40.36  -25.78  292.88
  450    32    0.27   44.63  -92.16  267.90   48.91  -94.73  267.68
  456    32    0.25   -5.00 -116.29  266.51   -5.36 -120.67  264.14
  457    32    0.33  164.32   -1.34  182.66  166.99    2.77  183.66
  464    32    0.21  119.39  -87.41  204.95  117.90  -89.06  206.16
  469    32    0.21  181.28  -69.86  190.99  183.81  -69.93  190.51
  470    32    0.20   70.38  -64.65  172.89   71.61  -64.15  172.88
  472    32    0.20   14.34  -98.78  189.76   13.28  -99.56  190.13
  473    32    0.30   64.78 -139.73  173.39   66.50 -144.40  173.93
  475    32    0.33   43.41 -155.61  181.65   42.89 -160.58  181.86
  478    32    0.21   70.98  -66.64  206.76   73.48  -65.69  208.02
  485    32    0.25  -90.75 -130.41   68.04  -95.64 -130.26   67.01
  491    32    0.33  -73.55 -201.35   50.36  -76.09 -205.21   48.44
  493    32    0.20  -21.94 -149.46  110.81  -20.83 -149.83  112.16
  496    32    0.20  -19.73 -162.01  106.51  -18.58 -162.68  107.18
  499    32    0.30  -65.58  -90.04  110.85  -69.12  -93.56  110.88
  504    32    0.21  -54.04  -59.52  120.94  -56.09  -60.50  121.05
  516    32    0.20  -27.31  -34.32   97.50  -27.60  -35.76   97.75
  517    32    0.20  -46.13   20.04  103.01  -47.76   21.08  103.39
  519    32    0.21  -36.94   29.13  103.52  -38.45   31.48  103.80
  520    32    0.20   12.56    1.64  112.28   13.69    1.84  112.71
  537    32    0.20  -29.14    4.13   45.70  -29.85    5.24   45.85
  545    32    0.21   15.82   -4.57   79.82   16.44   -3.03   81.29
  549    32    0.25    2.93    9.78  101.41    3.07   13.44  104.81
  551    32    0.25  -20.23   -0.10  106.07  -21.62    3.50  109.24
  565    32    0.20   -2.61   -5.32   18.97   -2.13   -3.46   19.12
  567    32    0.21  -13.02  -79.50   60.05  -12.60  -80.77   61.63
  573    32    0.21    5.12  -74.83   56.96    6.23  -75.51   59.58
  585    32    0.25    3.25   17.49   78.14    5.14   18.38   82.69
  588    32    0.70  -58.63   57.74  121.69  -61.04   59.87  125.52
  595    32    0.25   14.00  -97.69  285.05   16.75 -101.74  284.03
  597    32    0.16   11.17  -76.65  295.08   11.83  -76.97  295.00
  613    32    0.26  192.41  -72.63  215.82  197.32  -73.51  215.43
  614    32    0.23  137.73  -81.78  235.94  134.62  -84.31  238.93
  615    32    0.23  151.70  -42.72  234.04  150.04  -38.35  235.81
  617    32    0.16  165.59  -82.99  231.22  165.85  -83.79  231.34
  625    32    0.23   80.26  -94.32  216.01   85.14  -95.10  215.26
  627    32    0.23   81.25  -95.31  218.37   85.59  -97.24  216.82
  628    32    0.22   82.75  -93.62  225.09   87.63  -94.60  225.57
  636    32    0.17  -58.83 -150.31  112.77  -59.27 -149.58  113.73
  645    32    0.17  -12.15  -45.71  151.92  -11.36  -45.62  152.40
  646    32    0.25  -34.75  -80.17  158.52  -36.23  -84.85  159.50
  647    32    0.32   -0.72  -84.71  155.63    1.95  -88.94  155.46
  648    32    0.23   -5.72  -68.16  163.69   -2.17  -71.45  164.98
  649    32    0.29    8.80  -40.74  174.49   12.98  -40.35  177.21
  656    32    0.17  -14.87  -47.79  183.50  -13.50  -47.39  184.17
  659    32    0.27  -25.07  -35.36  131.96  -26.00  -40.03  133.48
  666    32    0.22  -26.75   22.36  152.01  -28.05   26.66  154.20
  668    32    0.22    4.72    1.13  153.76    9.43    2.51  154.67
  670    32    0.23  -47.25  -23.63  154.14  -50.90  -26.89  155.18
  673    32    0.16   -6.71  -27.06   83.31   -7.08  -26.52   83.79
