time(d)	tt(dd)	plant#	strip#	row#	pos#	species	weed	age(dd)	age(days)	nrBranches	leafArea(m2)	fpar	rfr	biom(mg)	yield(mg)	leafMass(mg)	stemMass(mg)	rootMass(mg)	shootRootRatio(mg)	aboveBiom(mg)	transpiration	
1	11.247441493196293	1	1	1	1	4	0	11.247441493196293	1.0	0	0.0	NaN	NaN	15.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	
1	11.247441493196293	2	2	1	1	0	0	11.247441493196293	1.0	0	0.0	NaN	NaN	100.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	
2	11.367595075476835	1	1	1	1	4	0	11.367595075476835	1.0	0	0.0	NaN	NaN	15.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	
2	11.367595075476835	2	2	1	1	0	0	11.367595075476835	1.0	0	0.0	NaN	NaN	100.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	
3	22.856168219862564	1	1	1	1	4	0	22.856168219862564	2.0	0	0.0	NaN	NaN	14.552750241652502	0.0	0.0	0.0	0.7285827694774977	0.0	0.0	0.0	
3	22.856168219862564	2	2	1	1	0	0	22.856168219862564	2.0	0	0.0	NaN	NaN	98.68366698887	0.0	0.0	0.0	0.9714436926366637	0.0	0.0	0.0	
4	34.4665080713728	1	1	1	1	4	0	34.4665080713728	3.0	0	0.0	NaN	NaN	13.791431040067982	0.0	0.0	0.0	2.199386484766674	0.0	0.0	0.0	
4	34.4665080713728	2	2	1	1	0	0	34.4665080713728	3.0	0	1.1257771665567784E-4	NaN	NaN	93.5692587304462	0.0	4.740114385502225	3.1600762570014824	2.9325153130222326	2.6939980867011464	7.900190642503707	0.0	
5	46.1993671861199	1	1	1	1	4	0	46.1993671861199	4.0	0	0.0	NaN	NaN	12.713098668736418	0.0	0.0	0.0	4.4258752993655595	0.0	0.0	0.0	
5	46.1993671861199	2	2	1	1	0	0	46.1993671861199	4.0	0	3.3581469321961526E-4	0.35458499486446815	0.9920756197126169	86.1582115594404	0.0	14.13956603029959	9.426377353533061	5.901167065820747	3.9934377591723123	23.565943383832654	6.997986006934153E-12	
6	58.055461815114334	1	1	1	1	4	0	58.055461815114334	5.0	0	0.0	NaN	NaN	11.314922877436093	0.0	0.0	0.0	7.421310407022851	0.0	0.0	0.0	
6	58.055461815114334	2	2	1	1	0	0	58.055461815114334	5.0	0	6.675093645202824E-4	0.4514650891815941	1.018482878112842	78.96427143358052	0.0	28.105657453485577	18.737104968990387	9.895080542697137	4.7339445313608195	46.842762422475964	2.5425897996169227E-11	
7	70.03547169202406	1	1	1	1	4	0	70.03547169202406	6.0	0	2.5008261494694078E-5	NaN	NaN	10.075555122184273	0.0	1.2504130747347042	0.0	8.82514204744957	0.14168758621806757	1.2504130747347042	0.0	
7	70.03547169202406	2	2	1	1	0	0	70.03547169202406	6.0	0	9.715176329325309E-4	0.64069507879403	1.016382706685734	81.57029940904954	0.0	40.906005597159194	27.270670398106134	13.393623413784205	5.090233903776965	68.17667599526533	6.580371113411296E-11	
8	82.14003983175478	1	1	1	1	4	0	82.14003983175478	7.0	0	3.2294119718156917E-5	1.2981199496707705	1.3383522428586874	10.698610442929972	0.0	1.614705985907846	0.0	9.083904457022125	0.17775462011378057	1.614705985907846	2.4136269798410725E-12	
8	82.14003983175478	2	2	1	1	0	0	82.14003983175478	7.0	0	0.0011629957870164334	0.738159913816475	1.0143066791599846	97.16579147534338	0.0	48.96824366384982	32.64549577589989	15.552052035593679	5.2477794732786345	81.61373943974971	1.0725643084319645E-10	
