time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
1	0	0.0	10.0	0.0	0.0	1.0	0.0	NaN	0.0	NaN	
1	4	0.0	10.0	0.0	0.0	0.15	0.0	NaN	0.0	NaN	
2	0	0.0	10.0	0.0	0.0	1.0	0.0	NaN	0.0	NaN	
2	4	0.0	10.0	0.0	0.0	0.15	0.0	NaN	0.0	NaN	
3	0	0.0	10.0	0.0	0.0	0.9868366698887	0.0	NaN	0.0	NaN	
3	4	0.0	10.0	0.0	0.0	0.145527502416525	0.0	NaN	0.0	NaN	
4	0	0.0011257771665567782	10.0	0.0	0.0	0.9356925873044619	0.0	0.0	1.1257771665567784E-4	NaN	
4	4	0.0	10.0	0.0	0.0	0.1379143104006798	0.0	NaN	0.0	NaN	
5	0	0.0033581469321961525	10.0	1.9959184541103533E-4	536.7149557654617	0.861582115594404	0.0	0.0	3.3581469321961526E-4	0.9920756197126169	
5	4	0.0	10.0	0.0	0.0	0.12713098668736417	0.0	NaN	0.0	NaN	
6	0	0.0066750936452028235	10.0	7.580430521144163E-4	1995.3573318717977	0.7896427143358051	0.0	0.0	6.675093645202824E-4	1.018482878112842	
6	4	0.0	10.0	0.0	0.0	0.11314922877436091	0.0	NaN	0.0	NaN	
7	0	0.009715176329325309	10.0	0.0021383498244853757	5286.369670325362	0.8157029940904954	0.0	0.0	9.715176329325309E-4	1.016382706685734	
7	4	2.5008261494694075E-4	10.0	0.0	0.0	0.10075555122184272	0.0	0.0	2.5008261494694078E-5	NaN	
8	0	0.011629957870164333	10.0	0.0035856768609833145	8715.218918087268	0.9716579147534339	0.0	0.0	0.0011629957870164334	1.0143066791599846	
8	4	3.229411971815691E-4	10.0	1.6231861576422872E-4	371.41521841110756	0.10698610442929972	0.0	0.0	3.2294119718156917E-5	1.3383522428586874	
9	0	0.014103950106484357	10.0	0.0047332371538340405	11221.765113031275	1.1729618205927799	0.0	0.0	0.0014103950106484357	1.086208014928914	
9	4	4.104736520862764E-4	10.0	1.5021179204528244E-4	411.7842308131771	0.11392359405059206	0.0	0.0	4.1047365208627644E-5	2.624112163852078	
10	0	0.01672749743263985	10.0	0.00485436034236365	12141.168152372895	1.3899919414851365	0.0	0.0	0.001672749743263985	1.0441305913629118	
10	4	5.073017898321744E-4	10.0	1.5210680972039062E-4	440.5826416298326	0.1213496930724875	0.0	0.0	5.0730178983217445E-5	1.3071108165905998	
11	0	0.020004370048296426	10.0	0.006205670215085329	15308.059422660417	1.6641922242341194	0.0	0.0	0.0020004370048296426	1.1734476318594989	
11	4	6.026933767125001E-4	10.0	1.416291321416623E-4	432.1499829952173	0.12857313672181098	0.0	0.0	6.026933767125002E-5	1.3502456375537981	
12	0	0.023984933929727323	10.0	0.007549969850162577	18745.561363522138	2.0002045185770605	0.0	0.0	0.0023984933929727323	1.186785488417752	
12	4	8.026385739538959E-4	10.0	3.181607267932899E-4	862.4731809293895	0.14370525273139861	0.0	0.0	8.026385739538959E-5	1.085364213072882	
13	0	0.028495799074272833	10.0	0.008365854909862502	21430.33482049502	2.383725824999019	0.0	0.0	0.0028495799074272836	1.1026067333190805	
13	4	9.815994358826378E-4	10.0	2.5876534918391425E-4	787.9402271129234	0.1573643543851915	0.0	0.0	9.815994358826378E-5	1.003833377021921	
