time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
14	0	0.03435733916234154	10.0	0.01114507360567347	27942.128136626397	2.885196237204555	0.0	0.0	0.003435733916234154	1.1323595065680654	
14	4	0.0012685511678381795	10.0	4.355058891479909E-4	1258.227026914785	0.1796302789634631	0.0	0.0	1.2685511678381796E-4	1.3780389040039844	
15	0	0.042330078316677164	10.0	0.016469027986889897	38093.29964921939	3.5711436702862667	0.0	0.0	0.004233007831667717	1.1187146949150741	
15	4	0.001687296795528411	10.0	6.095084305913871E-4	1741.5511820411252	0.21068978856507783	0.0	0.0	1.687296795528411E-4	1.148146929378363	
16	0	0.05108399038167321	10.0	0.01670531748307832	42413.35138537476	4.332622334841007	0.0	0.0	0.005108399038167321	1.0882691244252756	
16	4	0.0022014243020802146	10.0	7.125885044509559E-4	2093.2500474482886	0.2480544954241615	0.0	0.0	2.201424302080215E-4	1.2288214632724854	
17	0	0.06185221794614269	10.0	0.021358612016184657	52617.272905571335	5.27791500997267	0.0	0.0	0.00618522179461427	1.1357907548609836	
17	4	0.0029263441240487582	10.0	0.0010402598919888484	2919.8852681696335	0.3004634953768904	0.0	0.0	2.926344124048758E-4	1.2181186131540278	
18	0	0.07497935249197621	10.0	0.025335306792026002	64639.44521588049	6.43947257866922	0.0	0.0	0.007497935249197622	1.1142114700384305	
18	4	0.003712200622516072	10.0	0.001023215198068311	3195.8624822233605	0.357643536649929	0.0	0.0	3.712200622516072E-4	1.0482276068309273	
19	0	0.09090573714753979	10.0	0.03069507843358959	78984.32025751378	7.858865873927541	0.0	0.0	0.00909057371475398	1.129175447906039	
19	4	0.0049326614064633114	10.0	0.0017265081817629956	5010.988127307388	0.4480144891118097	0.0	0.0	4.932661406463312E-4	1.1135732482409506	
20	0	0.1101741587513988	10.0	0.037971987185569774	96205.68024497402	9.587640053705945	0.0	0.0	0.01101741587513988	1.15212333474807	
20	4	0.006237936241504454	10.0	0.001745638844619711	5542.402498489452	0.547638874092984	0.0	0.0	6.237936241504454E-4	1.1367055656432008	
21	0	0.1346257778785443	10.0	0.048201957240666934	123040.97259905227	11.801551867083	0.0	0.0	0.013462577787854431	1.131332167149213	
21	4	0.0079257771222036	10.0	0.0023820194153344387	7496.1411718272875	0.6827489218344882	0.0	0.0	7.9257771222036E-4	1.1867472524355618	
22	0	0.16224340000857937	10.0	0.05616143775821162	146615.62591900845	14.486393306275422	0.0	0.0	0.01622434000085794	1.1263684284398874	
22	4	0.010128908410241347	10.0	0.003114515649875818	9814.666317303054	0.8598638587692239	0.0	0.0	0.0010128908410241347	0.9973387303427247	
23	0	0.191591809821645	10.0	0.06739788691309993	176847.52129295492	17.868904056157096	0.0	0.0	0.0191591809821645	1.1114533962347117	
23	4	0.013063235291020372	10.0	0.0042918722500014566	13374.650722263379	1.1016664353394385	0.0	0.0	0.0013063235291020372	1.1898360395456686	
24	0	0.22247073618240798	10.0	0.07966162170866467	211172.99368541082	22.05814949169265	0.0	0.0	0.022247073618240798	1.1260955920683589	
24	4	0.01656528410882776	10.0	0.004874299976021246	15713.091908481983	1.3851698702515625	0.0	0.0	0.0016565284108827761	1.045308794877772	
25	0	0.25466684522052785	10.0	0.0934304020614035	248919.88746871392	27.144954327195443	0.0	0.0	0.025466684522052786	1.1070498473072108	
25	4	0.021403789937629984	10.0	0.006801356398351944	21652.437892173948	1.776671292555499	0.0	0.0	0.0021403789937629986	1.0431796516336052	
26	0	0.2888159797249046	10.0	0.10874282067787697	289174.5139804136	33.159382785191376	0.0	0.0	0.02888159797249046	1.0935639311327396	
26	4	0.026765304730769043	10.0	0.007431876106196975	24432.32097206037	2.217090170724158	0.0	0.0	0.0026765304730769044	1.0466899728392913	
27	0	0.3246486978203911	10.0	0.11895201637008503	323412.9398036955	39.94420015004064	0.0	0.0	0.03246486978203911	1.0637182540535954	
27	4	0.03266748107728815	10.0	0.008142145902595911	27849.571468394308	2.7178995515846904	0.0	0.0	0.0032667481077288153	0.9551368848152154	
28	0	0.361878919748503	10.0	0.13354216280072595	365564.2374727932	47.71203464184685	0.0	0.0	0.036187891974850304	1.0613408658561212	
28	4	0.03932091949396035	10.0	0.010205530832101888	34944.992366454186	3.377347613434359	0.0	0.0	0.003932091949396035	0.9663905779236844	
29	0	0.4002035613396818	10.0	0.13973050994281738	393190.7795714372	56.08176385998896	0.0	0.0	0.040020356133968184	1.0355126223685296	
29	4	0.04602809763562124	10.0	0.012392953239707558	42550.36071200849	4.22648280210481	0.0	0.0	0.004602809763562124	0.9730314282936353	
30	0	0.43930217821423545	10.0	0.1504529256654863	429169.13382610393	65.28043905679745	0.0	0.0	0.04393021782142355	1.0301575148595243	
30	4	0.052593607373339714	10.0	0.015058087132511508	51131.5154259064	5.293556686114245	0.0	0.0	0.005259360737333972	0.9069535523474551	
31	0	0.4797770408693168	10.0	0.16265577548286347	465693.1576973292	75.28802076546732	0.0	0.0	0.04797770408693168	1.0008093005455532	
31	4	0.05953083224783612	10.0	0.015557528536174382	54501.904556762034	6.4280203806387615	0.0	0.0	0.005953083224783612	0.8756743760048218	
32	0	0.521236464615378	10.0	0.17501495031099518	506613.8998348177	86.22812330116541	0.0	0.0	0.0521236464615378	1.0061647909283482	
32	4	0.06653316049500232	10.0	0.016456656933114277	59041.52996673576	7.666726021173888	0.0	0.0	0.006653316049500232	0.856743313099719	
33	0	0.5632674928532122	10.0	0.18348714780936634	536994.1694148073	97.82964358929267	0.0	0.0	0.05632674928532122	0.9726453887552771	
33	4	0.07327795314462056	10.0	0.01904238490685885	68343.84706565316	9.141430847053705	0.0	0.0	0.007327795314462056	0.8295510047558002	
34	0	0.6054355278705917	10.0	0.19701074776241267	581007.8653654134	110.4630957078858	0.0	0.0	0.06054355278705918	0.9735744295800254	
34	4	0.08052615054626061	10.0	0.019990594331628263	72828.4183871044	10.655667469736791	0.0	0.0	0.008052615054626061	0.7816720933714146	
35	0	0.6472839785573565	10.0	0.20867197799471005	620292.9912638327	124.01164747626929	0.0	0.0	0.06472839785573566	0.9533045290474812	
35	4	0.0877800443387445	10.0	0.022567078677099044	82629.91917915003	12.368533809478675	0.0	0.0	0.008778004433874451	0.8236118209398255	
36	0	0.689354593230582	10.0	0.21897257615363624	657716.5247111466	138.39311670084868	0.0	0.0	0.06893545932305821	0.9533337731995237	
36	4	0.09467451134465214	10.0	0.024395919452914017	89708.79299766134	14.223037103029771	0.0	0.0	0.009467451134465215	0.8228704606056982	
37	0	0.7311030715131634	10.0	0.23214217115447952	701679.3530843717	153.7935507442899	0.0	0.0	0.07311030715131635	0.9421799315010059	
37	4	0.10185908527360392	10.0	0.027977363450562065	102816.1569175788	16.372519388897533	0.0	0.0	0.010185908527360392	0.817098496822724	
38	0	0.7719589909476705	10.0	0.2405451842068124	734430.6441589628	169.92962101621637	0.0	0.0	0.07719589909476705	0.9404068730336513	
38	4	0.10897457692894454	10.0	0.026734731444356546	101137.02232868645	18.411342775597586	0.07015059303619688	0.010179151241782203	0.010897457692894455	0.7945688657941323	
39	0	0.8113254749484391	10.0	0.25402674554026056	779737.1482780442	187.14917404558835	0.0	0.0	0.08113254749484392	0.9476486394454336	
39	4	0.11564444872272353	10.0	0.030577457492987698	114726.71376846841	20.762629114675104	0.20920301141753514	0.026955404946644182	0.011564444872272353	0.8017898562664753	
40	0	0.8516986751636488	10.0	0.2593495302326493	803482.7134508482	204.790213433198	0.0	0.0	0.08516986751636489	0.9161695333888416	
40	4	0.1226806814976654	10.0	0.03162101910938911	120141.36646646651	23.14602077731548	0.41577461679477573	0.047080440006349096	0.01226806814976654	0.7958136324006573	
41	0	0.8928449201896179	10.0	0.2764945167736584	853334.8330751403	223.5514153169588	0.0	0.0	0.0892844920189618	0.9228749563155906	
41	4	0.12950379574704926	10.0	0.032796944450896016	125064.31368188518	25.58247016434483	0.688346330571118	0.0686828435097997	0.012950379574704927	0.7655650191081836	
42	0	0.9342421158240102	10.0	0.28666435598888423	889615.5831643639	243.0864011303467	0.0	0.0	0.09342421158240102	0.9297278508268711	
42	4	0.13667952457410001	10.0	0.033887879753928776	130170.33707207078	28.087100394456474	1.0252601851334668	0.09065922562909261	0.013667952457410001	0.7716113150622035	
43	0	0.9753440748276856	10.0	0.2945608976514671	926317.8709027574	263.4224283581646	0.0	0.0	0.09753440748276856	0.9160704176270679	
43	4	0.14404371852977557	10.0	0.03455304284921538	136957.58864212985	30.73119196092902	1.424717001744445	0.11282487177251505	0.01440437185297756	0.7437771431875725	
44	0	1.0162204277573694	10.0	0.30090475581759424	957001.1029833539	284.3905172947545	0.0	0.0	0.10162204277573696	0.9120141093883014	
44	4	0.1511808490842221	10.0	0.035227457909726444	141099.01250087967	33.47761379747645	1.884774200848633	0.13560318140849623	0.015118084908422213	0.7650685066281172	
45	0	1.058102119759861	10.0	0.30879035128737137	988256.1933913467	305.9483589778333	0.0	0.0	0.10581021197598611	0.8992195417456363	
45	4	0.1576569686208241	10.0	0.04052750714251766	160687.57780948482	36.72026499133091	2.4033437504483035	0.1585930323572418	0.01576569686208241	0.766257688376554	
46	0	1.1004226479719197	10.0	0.3217003374966652	1035756.0268328505	328.5435732449018	0.0	0.0	0.11004226479719198	0.8980495262642384	
46	4	0.16433304630388543	10.0	0.04140725959663095	164495.28877401544	39.95283542228174	2.978190258094122	0.179501586723986	0.016433304630388543	0.778300329015739	
47	0	1.1425905802069511	10.0	0.327402539072551	1063800.9204675204	351.6781230784334	0.0	0.0	0.11425905802069512	0.8888436466306604	
47	4	0.17121301672921405	10.0	0.04186217460759808	169658.23318436806	43.23653609124129	3.606929211914912	0.19870535532439867	0.017121301672921405	0.7568853031484152	
48	0	1.1840465413102057	10.0	0.3425566911409452	1115182.6829559791	375.98707249760207	0.0	0.0	0.11840465413102057	0.8918074251118164	
48	4	0.17861659349432762	10.0	0.041674398838890486	169855.2670244863	46.45948619007571	4.287025375977758	0.21662015306150756	0.017861659349432762	0.716895934162189	
49	0	1.2266544487434328	10.0	0.3415581353325499	1125802.2446642332	400.30514458598435	0.0	0.0	0.12266544487434328	0.8708416666091762	
49	4	0.18608819331132334	10.0	0.04634236051623133	191479.29507095405	50.22550481995418	5.015791345125423	0.2341708510001711	0.018608819331132335	0.7694367241368347	
50	0	1.269799582035295	10.0	0.34893181896386677	1163575.6854801236	425.3753137385242	0.0	0.0	0.1269799582035295	0.8655050579806701	
50	4	0.19315313401736578	10.0	0.04695530662252495	194422.23863799	54.063193378049164	5.7903862642825255	0.25201386332374043	0.01931531340173658	0.7574473873450515	
51	0	1.3128416378701149	10.0	0.3560750239239526	1195573.526370745	451.0654170967243	0.0	0.0	0.1312841637870115	0.8571776056224467	
51	4	0.20072026809137092	10.0	0.05108914757605844	211076.80077491814	58.21118379486159	6.607814717055172	0.26699767288417536	0.020072026809137094	0.7531791745954459	
52	0	1.3554021731160044	10.0	0.3623949790594004	1227336.6582924628	477.3797765566048	0.0	0.0	0.13554021731160046	0.8570253256118887	
52	4	0.20807065755682935	10.0	0.054276000151162296	224050.06279656387	62.61318090125796	7.46492578827098	0.2802775028574632	0.020807065755682936	0.7808019572200515	
53	0	1.399221689903824	10.0	0.37040558798527606	1266109.1203057356	504.42475071682696	0.0	0.0	0.1399221689903824	0.8495558465428131	
53	4	0.2161226675338466	10.0	0.05516174133277354	230246.90130024048	67.09775822968264	8.358412304917856	0.2921469443835363	0.02161226675338466	0.7684444250721739	
54	0	1.4436349605493015	10.0	0.3743017692157668	1286726.8285617887	531.7425603184538	0.0	0.0	0.14436349605493015	0.8402959017826888	
54	4	0.2243750893757177	10.0	0.05391772352814894	230146.57900513025	71.53928560379792	9.284810259740647	0.303613096337649	0.022437508937571772	0.7427380763482867	
55	0	1.4879507358641015	10.0	0.3845865466846626	1330934.3888417867	559.9829581186585	0.0	0.0	0.14879507358641017	0.8409537697053278	
55	4	0.2323071732180024	10.0	0.055490636201046856	238368.21902114572	76.20089363966305	10.240498421545201	0.31561336432137727	0.02323071732180024	0.7317453277955782	
56	0	1.5318726583415132	10.0	0.39106381450953875	1350893.3115074427	588.510007234117	0.0	0.0	0.15318726583415132	0.8365784303010605	
56	4	0.24086927017583296	10.0	0.06146363019247115	258983.1849280633	81.3035972582404	11.221698136039505	0.3257409030560996	0.024086927017583297	0.757671194470626	
57	0	1.577104436011133	10.0	0.40590163934118645	1405498.3070512908	618.1644629626516	0.0	0.0	0.1577104436011133	0.8349688246266862	
57	4	0.24925751919982717	10.0	0.059564544216643214	257272.03454768684	86.27326186165905	12.224473320812006	0.3344910847088337	0.024925751919982718	0.7246011630896941	
58	0	1.6229284108191313	10.0	0.41253005405087473	1431229.8670779406	648.2041782213015	0.0	0.0	0.16229284108191314	0.8253626363551704	
58	4	0.2575213176549069	10.0	0.06495374041339118	278181.13956245035	91.7400414503039	13.24473065780785	0.34256837850248456	0.02575213176549069	0.7581150105132031	
59	0	1.6686007116894601	10.0	0.41105548988962926	1445922.4293801987	678.3657334004506	0.0	0.0	0.16686007116894602	0.8256292558461357	
59	4	0.2658875194847281	10.0	0.06481809284519491	279098.3178486343	97.2005882034896	14.278219986415348	0.3505402531622824	0.026588751948472815	0.7581354795143199	
60	0	1.713791812843421	10.0	0.4194526395651324	1485410.6740992474	709.316892361317	0.0	0.0	0.17137918128434212	0.8287200883159457	
60	4	0.27378442733819475	10.0	0.06715408282460483	290294.2763969598	102.97370850019622	15.320534900017476	0.3592701481644318	0.027378442733819477	0.758248842040677	
