time(d)	tt(dd)	plant#	strip#	row#	pos#	species	weed	age(dd)	age(days)	nrBranches	leafArea(m2)	fpar	rfr	biom(mg)	yield(mg)	leafMass(mg)	stemMass(mg)	rootMass(mg)	shootRootRatio(mg)	aboveBiom(mg)	transpiration	
6	58.055461815114334	1	1	1	1	4	0	58.055461815114334	5.0	0	0.0	NaN	NaN	11.314922877436093	0.0	0.0	0.0	7.421310407022851	0.0	0.0	0.0	
6	58.055461815114334	2	1	1	2	4	0	58.055461815114334	5.0	0	0.0	NaN	NaN	11.314922877436093	0.0	0.0	0.0	7.421310407022851	0.0	0.0	0.0	
7	70.03547169202406	1	1	1	1	4	0	70.03547169202406	6.0	0	2.5008261494694078E-5	NaN	NaN	10.075555122184273	0.0	1.2504130747347042	0.0	8.82514204744957	0.14168758621806757	1.2504130747347042	0.0	
7	70.03547169202406	2	1	1	2	4	0	70.03547169202406	6.0	0	2.5008261494694078E-5	NaN	NaN	10.075555122184273	0.0	1.2504130747347042	0.0	8.82514204744957	0.14168758621806757	1.2504130747347042	0.0	
8	82.14003983175478	1	1	1	1	4	0	82.14003983175478	7.0	0	2.917633157818255E-5	0.6212905327972715	1.2753264865723486	10.43199058429572	0.0	1.4588165789091279	0.0	8.973174005386593	0.16257531371100134	1.4588165789091279	1.570500250425717E-12	
8	82.14003983175478	2	1	1	2	4	0	82.14003983175478	7.0	0	2.691830494637778E-5	0.3164526434719753	2.0684454617436545	10.238893839316404	0.0	1.3459152473188893	0.0	8.892978591997515	0.15134583237724558	1.3459152473188893	9.60689346742225E-13	
9	94.36977233991072	1	1	1	1	4	0	94.36977233991072	8.0	0	3.5003958829050306E-5	0.6703030452636803	1.0199292041222625	10.893866166485994	0.0	1.7501979414525155	0.0	9.143668225033478	0.19141091937925245	1.7501979414525155	1.943062083104366E-12	
9	94.36977233991072	2	1	1	2	4	0	94.36977233991072	8.0	0	3.13643160251584E-5	0.5598745688652977	2.675884628564298	10.591267775918206	0.0	1.5682158012579206	0.0	9.023051974660286	0.1738010382365068	1.5682158012579206	1.572889940909881E-12	
10	106.72523823319248	1	1	1	1	4	0	106.72523823319248	9.0	0	3.6613281956708405E-5	0.1849136983656827	0.7641910129122809	11.017290959964702	0.0	1.8306640978354203	0.0	9.186626862129282	0.19927489439917317	1.8306640978354203	9.441622791594983E-13	
10	106.72523823319248	2	1	1	2	4	0	106.72523823319248	9.0	0	4.1611245922535284E-5	1.2077075073132082	1.3759111523651761	11.37714177762661	0.0	2.080562296126765	0.0	9.296579481499846	0.22379868856788404	2.080562296126765	2.973540146260526E-12	
11	119.20696927078511	1	1	1	1	4	0	119.20696927078511	10.0	0	4.821902168482953E-5	1.0305984736323763	1.4613646133143745	11.896125348577737	0.0	2.4109510842414763	0.0	9.48517426433626	0.25418100048056275	2.4109510842414763	3.309172057883594E-12	
11	119.20696927078511	2	1	1	2	4	0	119.20696927078511	10.0	0	5.427010231345501E-5	0.9705403248660973	1.493080364128379	12.335722495226005	0.0	2.713505115672751	0.0	9.622217379553254	0.2820041377820894	2.713505115672751	3.6131200746525453E-12	
12	131.81545979678634	1	1	1	1	4	0	131.81545979678634	11.0	0	5.840564366159302E-5	0.6261224335773554	1.1276323959410313	12.667062323433397	0.0	2.920282183079651	0.0	9.746780140353746	0.2996150668248954	2.920282183079651	3.3583080036170933E-12	
12	131.81545979678634	2	1	1	2	4	0	131.81545979678634	11.0	0	7.117690061053645E-5	0.9729155444805433	0.9957149523650491	13.615251269669443	0.0	3.5588450305268235	0.0	10.05640623914262	0.35388835195168494	3.5588450305268235	5.035794788122697E-12	
13	144.55116659372183	1	1	1	1	4	0	144.55116659372183	12.0	0	6.799087036967833E-5	0.47472663770820317	1.6394990743968596	13.398650138608982	0.0	3.3995435184839162	0.0	9.999106620125065	0.33998472539953734	3.3995435184839162	3.395057906474515E-12	
13	144.55116659372183	2	1	1	2	4	0	144.55116659372183	12.0	0	9.666707021290025E-5	1.3663491261366076	1.1120445270722217	15.56077619628576	0.0	4.833353510645013	0.0	10.727422685640747	0.4505605542247092	4.833353510645013	7.352840327401851E-12	
14	157.4145087471906	1	1	1	1	4	0	157.4145087471906	13.0	0	8.929059283096246E-5	0.9799149337997781	1.2696629848478471	15.051395046712717	0.0	4.464529641548123	0.0	10.586865405164593	0.42170458116622417	4.464529641548123	6.370705962738739E-12	
14	157.4145087471906	2	1	1	2	4	0	157.4145087471906	13.0	0	1.1792083288190533E-4	0.6351762157402998	1.0531137813099827	17.209954869533394	0.0	5.896041644095267	0.0	11.313913225438126	0.5211319484790327	5.896041644095267	6.83940318500827E-12	
15	170.40586752168093	1	1	1	1	4	0	170.40586752168093	14.0	0	1.2094559059027264E-4	1.1311509124639627	1.3831271299198533	17.399332892100094	0.0	6.047279529513632	0.0	11.352053362586464	0.532703585541974	6.047279529513632	8.825971148139995E-12	
15	170.40586752168093	2	1	1	2	4	0	170.40586752168093	14.0	0	1.514756676257943E-4	0.8000430168637342	1.1858268026113663	19.69880882523221	0.0	7.573783381289717	0.0	12.125025443942492	0.6246406175645167	7.573783381289717	9.734865720208131E-12	
16	183.52558624759345	1	1	1	1	4	0	183.52558624759345	15.0	0	1.649278301796364E-4	1.2602584657298235	1.2236983539918933	20.595784099864783	0.0	8.24639150898182	0.0	12.349392590882964	0.6677568510591997	8.24639150898182	1.307416657406804E-11	
16	183.52558624759345	2	1	1	2	4	0	183.52558624759345	15.0	0	1.9504556726946822E-4	0.7867457106209597	1.2613431649272826	22.865292834197664	0.0	9.752278363473412	0.0	13.113014470724252	0.7437098758066709	9.752278363473412	1.358024535791541E-11	
17	196.77397021950497	1	1	1	1	4	0	196.77397021950497	16.0	0	2.1777051540300803E-4	0.8754293728161818	1.1607724402354205	24.41611319481665	0.0	10.888525770150402	0.0	13.527587424666248	0.8049126151124499	10.888525770150402	2.8423667055466535E-11	
17	196.77397021950497	2	1	1	2	4	0	196.77397021950497	16.0	0	2.5700840170798586E-4	0.8860772949719949	1.1530020348794656	27.344974709002486	0.0	12.850420085399294	0.0	14.49455462360319	0.8865688128473739	12.850420085399294	2.0494841289898246E-11	
18	210.1512866057031	1	1	1	1	4	0	210.1512866057031	17.0	0	2.9002272738588527E-4	0.9351073038133273	1.3025343058293426	29.673287337051086	0.0	14.501136369294265	0.0	15.17215096775682	0.9557732717075802	14.501136369294265	3.8651830313144414E-11	
18	210.1512866057031	2	1	1	2	4	0	210.1512866057031	17.0	0	3.3313334606540376E-4	0.800383258002555	1.232992977001208	32.883934390260336	0.0	16.65666730327019	0.0	16.227267086990146	1.026461647175593	16.65666730327019	3.2005874164745095E-11	
19	223.65776436901845	1	1	1	1	4	0	223.65776436901845	18.0	0	3.8688948221105474E-4	0.9751002242030956	1.1189206324085121	36.84593967507202	0.0	19.34447411055274	0.0	17.501465564519282	1.105305955049261	19.34447411055274	4.751725386848489E-11	
19	223.65776436901845	2	1	1	2	4	0	223.65776436901845	18.0	0	4.5178743728650653E-4	1.0221236957004387	1.1553226914923915	41.66986457186744	0.0	22.58937186432533	0.0	19.080492707542113	1.183898770884267	22.58937186432533	6.168498712548178E-11	
20	237.29359419897813	1	1	1	1	4	0	237.29359419897813	19.0	0	5.198494699295548E-4	1.0492811744930164	1.1363040106115538	46.994037721521025	0.0	25.992473496477736	0.0	21.001564225043285	1.2376446448442657	25.992473496477736	7.001510800165197E-11	
20	237.29359419897813	2	1	1	2	4	0	237.29359419897813	19.0	0	6.047558265142337E-4	0.981069126292419	1.0475291758168246	53.34509287571571	0.0	30.23779132571169	0.0	23.107301550004017	1.3085816732117055	30.23779132571169	8.34025792888197E-11	
21	251.0589284553002	1	1	1	1	4	0	251.0589284553002	20.0	0	6.815054137370602E-4	0.9103823988665702	1.3009508813324187	59.93444136696582	0.0	34.07527068685302	0.0	25.859170680112804	1.3177248067378613	34.07527068685302	9.244698023663393E-11	
21	251.0589284553002	2	1	1	2	4	0	251.0589284553002	20.0	0	8.181781693506021E-4	1.2326849831666402	1.253807375485814	70.42934723847354	0.0	40.90890846753011	0.0	29.520438770943425	1.3857825347703234	40.90890846753011	1.1892949922444041E-10	
22	264.9538811227463	1	1	1	1	4	0	264.9538811227463	21.0	0	9.07943259618455E-4	1.031234792853894	1.213821144826648	78.13831555761439	0.0	45.39716298092276	0.0	32.74115257669163	1.386547491710506	45.39716298092276	1.3042281964952443E-10	
22	264.9538811227463	2	1	1	2	4	0	264.9538811227463	21.0	0	0.0010750828881823432	0.9169769625342453	1.147805372567456	91.08252543133858	0.0	53.75414440911716	0.0	37.328381022221414	1.4400341760634505	53.75414440911716	1.4934321330336956E-10	
23	278.9785277773454	1	1	1	1	4	0	278.9785277773454	22.0	0	0.001156863003835796	0.7916230206811711	1.113190661812215	98.65049363334815	0.0	57.84315019178979	0.0	40.80734344155836	1.4174691443619458	57.84315019178979	1.8837395009306124E-10	
23	278.9785277773454	2	1	1	2	4	0	278.9785277773454	22.0	0	0.0014155307119447904	0.9649141477220597	1.2146792239270916	119.137055249648	0.0	70.77653559723953	0.0	48.36051965240848	1.4635189221692881	70.77653559723953	2.5021738089591767E-10	
24	293.13290556399915	1	1	1	1	4	0	293.13290556399915	23.0	0	0.0014748402564523648	0.7670922479643896	1.254718409065222	124.39189474755601	0.0	73.74201282261824	0.0	50.64988192493777	1.4559167765070526	73.74201282261824	2.6387083878632567E-10	
24	293.13290556399915	2	1	1	2	4	0	293.13290556399915	23.0	0	0.0018364417172522034	0.8512201416716318	1.1791832489812488	153.2113134924781	0.0	91.82208586261018	0.0	61.389227629867925	1.4957361316912163	91.82208586261018	3.2779710691018324E-10	
25	307.41701318547484	1	1	1	1	4	0	307.41701318547484	24.0	0	0.0019268176533268383	0.8723639510183997	1.1522824522572095	160.96305948032466	0.0	96.34088266634191	0.0	64.62217681398273	1.4908331383460296	96.34088266634191	3.609570316468921E-10	
25	307.41701318547484	2	1	1	2	4	0	307.41701318547484	24.0	0	0.002393559036074736	0.8846469618936526	1.1479762408034553	198.28973861513032	0.0	119.6779518037368	0.0	78.61178681139353	1.522391954922355	119.6779518037368	4.2121659346990953E-10	
26	321.83081090278995	1	1	1	1	4	0	321.83081090278995	25.0	0	0.0025629802555903526	1.0174955219120712	1.1438518862946234	213.22030961050905	0.0	128.14901277951762	0.0	85.07129683099141	1.5063719204152655	128.14901277951762	5.238602373366642E-10	
26	321.83081090278995	2	1	1	2	4	0	321.83081090278995	25.0	0	0.003033571317672003	0.8463602330004933	1.1630647824479532	258.9401888734426	0.0	151.67856588360019	0.0	99.18465279278742	1.529254391810807	151.67856588360019	5.804973201955042E-10	
27	336.3742205469876	1	1	1	1	4	0	336.3742205469876	26.0	0	0.0031803995692597296	0.8540625166352563	1.1826728865590252	281.42989811773504	0.0	159.01997846298647	0.0	106.58937648542674	1.4918933171987194	159.01997846298647	6.56437250318024E-10	
27	336.3742205469876	2	1	1	2	4	0	336.3742205469876	26.0	0	0.00365099063134138	0.9085886736114259	1.1687390697911029	348.457976980174	0.0	182.54953156706904	0.0	120.70273244722274	1.5123893872650216	182.54953156706904	8.071379728375913E-10	
28	351.0471255422998	1	1	1	1	4	0	351.0471255422998	27.0	0	0.0038457434109269504	0.8243882537931858	1.1208438109267336	367.65180218784474	0.0	192.28717054634748	0.0	129.05345687881913	1.4899807815834383	192.28717054634748	7.818517854639497E-10	
28	351.0471255422998	2	1	1	2	4	0	351.0471255422998	27.0	0	0.004316334473008601	0.8603096899116374	1.1311230468095728	454.8867985466457	0.0	215.81672365043005	0.0	143.16681284061514	1.507449382774866	215.81672365043005	9.215124232385963E-10	
29	365.8493709406912	1	1	1	1	4	0	365.8493709406912	28.0	0	0.004516461225093039	0.8632382593463348	1.1808967899522045	481.62161248169093	0.0	225.82306125465195	0.0	152.4633846501663	1.4811625871537126	225.82306125465195	1.1580156148885404E-9	
29	365.8493709406912	2	1	1	2	4	0	365.8493709406912	28.0	0	0.004987052287174689	0.9370963416904802	1.1200303539608	592.4150874309576	0.0	249.3526143587345	0.0	166.5767406119623	1.4969233606245018	249.3526143587345	1.3540313823752753E-9	
30	380.78076346777357	1	1	1	1	4	0	380.78076346777357	29.0	0	0.0051730121988648875	0.841055817496955	1.095507890721184	616.2009717215484	0.0	258.6506099432444	0.0	176.81803495346526	1.4628067211091658	258.6506099432444	1.3397454054242408E-9	
30	380.78076346777357	2	1	1	2	4	0	380.78076346777357	29.0	0	0.0056436032609465375	0.8059128878656681	1.1362506921707776	738.3933768499452	0.0	282.1801630473269	0.0	190.93139091526126	1.4779139338725265	282.1801630473269	1.5637864771990983E-9	
31	395.8410715800774	1	1	1	1	4	0	395.8410715800774	30.0	0	0.005866734686314528	0.8143210896704511	1.1330942169040659	769.3470197999402	0.0	293.33673431572635	0.0	202.1152808871235	1.4513337785654505	293.33673431572635	1.6277537456219527E-9	
31	395.8410715800774	2	1	1	2	4	0	395.8410715800774	30.0	0	0.006337325748396178	0.8075933503471052	1.1139139622998542	906.1806303822116	0.0	316.86628741980894	0.0	216.2286368489195	1.4654223975023515	316.86628741980894	1.7428308945268463E-9	
32	411.030025533663	1	1	1	1	4	0	411.030025533663	31.0	0	0.006566967511031146	0.8141133346718201	1.081284198647073	947.0020745504986	0.0	328.3483755515573	0.0	228.35196346413377	1.4379047614501004	328.3483755515573	1.9125527565698593E-9	
32	411.030025533663	2	1	1	2	4	0	411.030025533663	31.0	0	0.007037558573112796	0.899449032590886	1.1515260504593023	1115.68851056341	0.0	351.8779286556399	0.0	242.46531942592978	1.4512505519913512	351.8779286556399	2.1578036982897438E-9	
33	426.3473174640513	1	1	1	1	4	0	426.3473174640513	32.0	0	0.00724144677599297	0.825245893101477	1.1034330842566737	1152.0266450173117	0.0	362.0723387996485	0.0	255.52386217660202	1.4169805344809905	362.0723387996485	2.136892791316582E-9	
33	426.3473174640513	2	1	1	2	4	0	426.3473174640513	32.0	0	0.00771203783807462	0.8405086730066518	1.1332734627723537	1339.9212665130776	0.0	385.60189190373103	0.0	269.637218138398	1.4300766584300364	385.60189190373103	2.3022565292015994E-9	
34	441.79260147745117	1	1	1	1	4	0	441.79260147745117	33.0	0	0.007966266516156976	0.831168139496697	1.0540900239664575	1376.2876532818286	0.0	398.31332580784874	11.86334260539778	283.6256662084423	1.4461902334036276	410.17666841324655	2.364156003947388E-9	
34	441.79260147745117	2	1	1	2	4	0	441.79260147745117	33.0	0	0.008436857578238626	0.8419366715548807	1.1155913452649122	1581.0240941959673	0.0	421.84287891193134	11.86334260539778	297.7390221702383	1.4566657012440543	433.70622151732914	2.4835673939022362E-9	
35	457.365493753255	1	1	1	1	4	0	457.365493753255	34.0	0	0.008691655895405366	0.7919276272254908	1.0964381042806508	1611.8796093605065	0.0	434.58279477026826	33.638863238761594	312.65094635018704	1.497585929212556	468.22165800902985	3.029503752913904E-9	
35	457.365493753255	2	1	1	2	4	0	457.365493753255	34.0	0	0.009162246957487016	0.8557929291503369	1.1106763411691194	1846.374526694859	0.0	458.11234787435086	33.638863238761594	326.76430231198304	1.5049110555644654	491.75121111311245	3.7114194761255354E-9	
36	473.06557265777286	1	1	1	1	4	0	473.06557265777286	35.0	0	0.009381102595996131	0.8199271593731919	1.0730533061846197	1878.6398705992967	0.0	469.05512979980654	63.26574790347243	342.5921276699015	1.5538035894864086	532.3208777032789	3.4958099173759447E-9	
36	473.06557265777286	2	1	1	2	4	0	473.06557265777286	35.0	0	0.009851693658077781	0.8244819007963573	1.111519814269684	2129.4021420873014	0.0	492.58468290388913	63.26574790347243	356.7054836316975	1.5582895590730068	555.8504308073616	3.5062829048251833E-9	
37	488.8923788691719	1	1	1	1	4	0	488.8923788691719	36.0	0	0.010099559988891308	0.835887995743754	1.0886528356719607	2168.652138776812	0.0	504.9779994445654	98.57176754760938	373.44046299413543	1.616187389425053	603.5497669921748	3.7525734829149065E-9	
37	488.8923788691719	2	1	1	2	4	0	488.8923788691719	36.0	0	0.010570151050972958	0.8472419758477217	1.1164334950511206	2440.29069741068	0.0	528.5075525486479	98.57176754760938	387.55381895593143	1.618044486790523	627.0793200962573	4.177680300653532E-9	
38	504.8454155135833	1	1	1	1	4	0	504.8454155135833	37.0	0	0.010811109154425371	0.8451111438919322	1.0968593736625285	2487.7074243142965	7.0150593036196875	540.5554577212685	137.27160747133632	405.1860072526903	1.6728787595320007	684.8421244962244	4.295973698978311E-9	
38	504.8454155135833	2	1	1	2	4	0	504.8454155135833	37.0	0	0.01128170021650702	0.8212715386067909	1.0450076263746668	2768.037336403902	7.0150593036196875	564.0850108253511	137.27160747133632	419.2993632144863	1.672687058048116	708.3716776003071	4.547234901384847E-9	
39	520.9241483123366	1	1	1	1	4	0	520.9241483123366	38.0	0	0.01147809633380327	0.8408081675738208	1.0678784627569287	2830.025760182445	20.920301141753512	573.9048166901633	176.96529644246596	437.81759274073084	1.7150295593016143	771.7904142743828	4.698279767867228E-9	
39	520.9241483123366	2	1	1	2	4	0	520.9241483123366	38.0	0	0.011948687395884918	0.8193626887805566	1.037384611076744	3117.99024546822	20.920301141753512	597.434369794246	176.96529644246596	451.93094870252685	1.713535371852665	795.3199673784654	4.8048096370892405E-9	
40	537.1280057402779	1	1	1	1	4	0	537.1280057402779	39.0	0	0.012181719611297456	0.8148785599929347	1.0751488020990931	3181.4998069493345	41.57746167947757	609.0859805648727	228.1345323422618	471.32280535141655	1.7763208217410695	878.797974586612	5.027750173717346E-9	
40	537.1280057402779	2	1	1	2	4	0	537.1280057402779	39.0	0	0.012652310673379106	0.8293614374863592	1.0569806450272585	3490.045484980095	41.57746167947757	632.6155336689553	228.1345323422618	485.43616131321255	1.7731478093488073	902.3275276906946	5.165822857167115E-9	
41	553.4563791951256	1	1	1	1	4	0	553.4563791951256	40.0	0	0.012864031036235842	0.8055160121618844	1.070020594497284	3553.4810739209615	68.8346330571118	643.2015518117921	285.8563949510358	505.68796183177795	1.8372158660796598	997.8925798199397	6.168247800223673E-9	
41	553.4563791951256	2	1	1	2	4	0	553.4563791951256	40.0	0	0.013334622098317492	0.7825082402523392	1.0600125835587848	3866.238124566753	68.8346330571118	666.7311049158745	285.8563949510358	519.801317793574	1.832599239860347	1021.4221329240221	6.237772255279435E-9	
42	569.9086231778118	1	1	1	1	4	0	569.9086231778118	41.0	0	0.013581603918940918	0.7801983358186547	1.0473996317258523	3933.368763935255	102.52601851334668	679.0801959470457	344.9708462086661	540.8980881140087	1.893242118356066	1126.5770606690585	6.7445181485938935E-9	
42	569.9086231778118	2	1	1	2	4	0	569.9086231778118	41.0	0	0.014052194981022566	0.7890595886639172	1.0590282554869603	4263.610575799168	102.52601851334668	702.6097490511283	344.9708462086661	555.0114440758047	1.8874936840342225	1150.1066137731411	7.14675061462222E-9	
43	586.4840554837581	1	1	1	1	4	0	586.4840554837581	42.0	0	0.014318023314508476	0.8010999420569346	1.0461888684680718	4353.407489784971	142.47170017444452	715.9011657254237	400.07826109717587	576.9368987736902	1.9343179976782083	1258.451126997044	7.520272186364078E-9	
43	586.4840554837581	2	1	1	2	4	0	586.4840554837581	42.0	0	0.014788614376590126	0.8140217395293273	1.0444345197153524	4697.665570922054	142.47170017444452	739.4307188295063	400.07826109717587	591.0502547354862	1.9279392417090635	1281.9806801011268	7.63944654852545E-9	
44	603.1819574050269	1	1	1	1	4	0	603.1819574050269	43.0	0	0.01503173636995313	0.8218341698159312	1.031398069796217	4813.018470775575	188.47742008486333	751.5868184976564	445.5372001664082	613.786777665709	1.9503906930299868	1385.6014387489279	8.268926530657295E-9	
44	603.1819574050269	2	1	1	2	4	0	603.1819574050269	43.0	0	0.01550232743203478	0.8026031286805276	1.0460415350799686	5158.03272299048	188.47742008486333	775.1163716017388	445.5372001664082	627.9001336275049	1.9440250230815952	1409.1309918530103	8.12341003780923E-9	
45	620.0015739432909	1	1	1	1	4	0	620.0015739432909	44.0	0	0.015679348323613326	0.8153620722457288	1.0272976338403195	5300.906693865047	240.33437504483038	783.9674161806663	486.79650644265985	651.4287597877676	1.9507335276958528	1511.0982976681566	9.03541465683652E-9	
45	620.0015739432909	2	1	1	2	4	0	620.0015739432909	44.0	0	0.01614993938569498	0.843479153810442	1.0506054157088582	5662.958708260075	240.33437504483038	807.4969692847488	486.79650644265985	665.5421157495635	1.944720619625577	1534.627850772239	8.930257915668714E-9	
46	636.9421140335545	1	1	1	1	4	0	636.9421140335545	45.0	0	0.016346956091919457	0.7831740994039866	1.0347794332552098	5794.212354461225	297.8190258094122	817.3478045959728	539.6599945120054	689.8425144204278	1.9671269467177883	1654.8268249173905	9.166817542553015E-9	
46	636.9421140335545	2	1	1	2	4	0	636.9421140335545	45.0	0	0.01681754715400111	0.8400549956039559	1.054355686820006	6193.772275214354	297.8190258094122	840.8773577000552	539.6599945120054	703.9558703822238	1.9611134877850742	1678.356378021473	9.653208215143335E-9	
47	654.0027507785644	1	1	1	1	4	0	654.0027507785644	46.0	0	0.01703495313445232	0.8111495889952735	1.0362743723022814	6323.36727383467	360.6929211914912	851.7476567226158	598.4568926302895	729.0063295915667	1.9892893799226647	1810.8974705443966	1.1275178940889808E-8	
47	654.0027507785644	2	1	1	2	4	0	654.0027507785644	46.0	0	0.01750554419653397	0.7816890592316006	1.0511543796983924	6719.162127931432	360.6929211914912	875.2772098266983	598.4568926302895	743.1196855533626	1.983171931933918	1834.427023648479	1.0985714191945095E-8	
48	671.1826216938364	1	1	1	1	4	0	671.1826216938364	47.0	0	0.017775310810963677	0.7869240792955002	1.0422312294199174	6854.780936552057	428.70253759777586	888.7655405481837	657.2664508030814	768.8970979119539	2.0107137815316616	1974.734528949041	1.1321556328646642E-8	
48	671.1826216938364	2	1	1	2	4	0	671.1826216938364	47.0	0	0.01824590187304533	0.813871261919046	1.0345422414917553	7290.529382243249	428.70253759777586	912.2950936522664	657.2664508030814	783.0104538737498	2.004521825590363	1998.2640820531235	1.2375561265477584E-8	
49	688.4808289632282	1	1	1	1	4	0	688.4808289632282	48.0	0	0.01852247079266325	0.8026822216930456	1.0517553008099656	7434.474316031574	501.5791345125423	926.1235396331624	709.916576233926	809.4903038274036	2.021074382400408	2137.619250379631	1.3184831794047452E-8	
49	688.4808289632282	2	1	1	2	4	0	688.4808289632282	48.0	0	0.018993061854744902	0.8117518841465987	1.045990715559313	7886.461400370101	501.5791345125423	949.6530927372448	709.916576233926	823.6036597891996	2.015010070979937	2161.148803483713	1.29633376511655E-8	
50	705.8964397049821	1	1	1	1	4	0	705.8964397049821	49.0	0	0.019228964863267493	0.8081270345488997	1.0554090259670836	8044.4187016455335	579.0386264282525	961.4482431633746	752.8416297505373	850.7600123315848	2.0150099300221522	2293.3284993421644	1.3458127423382958E-8	
50	705.8964397049821	2	1	1	2	4	0	705.8964397049821	49.0	0	0.019699555925349145	0.8096819240647903	1.0351425786028934	8514.079854018692	579.0386264282525	984.977796267457	752.8416297505373	864.8733682933807	2.009333955382581	2316.858052446247	1.3808226147702614E-8	
51	723.4284862481575	1	1	1	1	4	0	723.4284862481575	50.0	0	0.019985678270668005	0.771531704699465	1.050289763739042	8654.679537045113	660.7814717055172	999.2839135334002	810.475730863832	892.6788591821105	2.027335615470236	2470.5411161027496	1.4209071411674378E-8	
51	723.4284862481575	2	1	1	2	4	0	723.4284862481575	50.0	0	0.020456269332749657	0.8228621622110751	1.0417325990016317	9175.5374019704	660.7814717055172	1022.8134666374829	810.475730863832	906.7922151439064	2.0217301900969398	2494.0706692068325	1.4442314746054759E-8	
52	741.0759664193732	1	1	1	1	4	0	741.0759664193732	51.0	0	0.02072071721721385	0.7465627877961253	1.0350342681649416	9271.5774628215	746.4925788270981	1036.0358608606925	876.5594057224796	935.2180426609739	2.0450795208583328	2659.0878454102703	1.5257702304968304E-8	
52	741.0759664193732	2	1	1	2	4	0	741.0759664193732	51.0	0	0.021191308279295502	0.8101650712025136	1.0390583381321123	9852.582616115385	746.4925788270981	1059.565413964775	876.5594057224796	949.3313986227698	2.0394614804651594	2682.6173985143523	1.6867386289294123E-8	
53	758.8378438397727	1	1	1	1	4	0	758.8378438397727	52.0	0	0.021525918214915576	0.7775368796469009	1.0238854534801933	9939.496261158998	835.8412304917856	1076.2959107457789	944.5756310611807	978.3473169187339	2.0655972647542127	2856.712772298745	1.6710645392825362E-8	
53	758.8378438397727	2	1	1	2	4	0	758.8378438397727	52.0	0	0.021996509276997228	0.7810699199769057	1.0370565714795514	10537.662215413486	835.8412304917856	1099.8254638498613	944.5756310611807	992.4606728805298	2.0599315930346616	2880.2423254028276	1.8396167033767923E-8	
54	776.7130482321257	1	1	1	1	4	0	776.7130482321257	53.0	0	0.022351160399102687	0.775394410005151	1.0128671547390538	10644.076315909793	928.4810259740648	1117.5580199551343	1007.7495086544757	1022.0349869401156	2.079486079994773	3053.788554583675	1.847196840305545E-8	
54	776.7130482321257	2	1	1	2	4	0	776.7130482321257	53.0	0	0.02282175146118434	0.7792614241143501	1.0264814034016603	11247.422872758812	928.4810259740648	1141.0875730592168	1007.7495086544757	1036.1483429019115	2.0738701137093023	3077.318107687757	1.8737790362668318E-8	
55	794.7004757379742	1	1	1	1	4	0	794.7004757379742	54.0	0	0.023144368783331155	0.7867038733238604	1.023897332466162	11385.426218199933	1024.04984215452	1157.2184391665576	1059.048258242922	1066.2479051668404	2.0785660507934978	3240.316539564	1.9938956104635426E-8	
55	794.7004757379742	2	1	1	2	4	0	794.7004757379742	54.0	0	0.023614959845412807	0.7599026852832279	1.0007587138408642	11989.897346620557	1024.04984215452	1180.74799227064	1059.048258242922	1080.3612611286364	2.0731919322742858	3263.846092668082	1.9915759059546238E-8	
