time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
1	4	0.0	10.0	0.0	0.0	0.15	0.0	NaN	0.0	NaN	
2	4	0.0	10.0	0.0	0.0	0.15	0.0	NaN	0.0	NaN	
3	4	0.0	10.0	0.0	0.0	0.145527502416525	0.0	NaN	0.0	NaN	
4	4	0.0	10.0	0.0	0.0	0.1379143104006798	0.0	NaN	0.0	NaN	
5	4	0.0	10.0	0.0	0.0	0.12713098668736417	0.0	NaN	0.0	NaN	
6	4	0.0	10.0	0.0	0.0	0.11314922877436091	0.0	NaN	0.0	NaN	
7	4	2.5008261494694075E-4	10.0	0.0	0.0	0.10075555122184272	0.0	0.0	5.0016522989388155E-5	NaN	
8	4	2.8047318262280164E-4	10.0	1.1725663283503164E-4	174.94026622280106	0.1033544221180606	0.0	0.0	5.609463652456033E-5	1.6718859741580014	
9	4	3.318413742710435E-4	10.0	1.7313929141458257E-4	255.4820037277324	0.107425669712021	0.0	0.0	6.63682748542087E-5	1.8479069163432802	
10	4	3.911226393962184E-4	10.0	2.2175815704923775E-4	282.5805658411669	0.11197216368795657	0.0	0.0	7.822452787924368E-5	1.0700510826387286	
11	4	5.124456199914227E-4	10.0	3.9059492317497984E-4	535.1868169732132	0.12115923921901871	0.0	0.0	1.0248912399828454E-4	1.4772224887213767	
12	4	6.479127213606474E-4	10.0	4.1495618671667306E-4	595.9485373224326	0.1314115679655142	0.0	0.0	1.2958254427212948E-4	1.0616736741530401	
13	4	8.232897029128929E-4	10.0	6.248960539448506E-4	768.9516769534117	0.14479713167447372	0.0	0.0	1.6465794058257859E-4	1.3757718007345408	
14	4	0.0010360571285643388	10.0	6.401294654091223E-4	942.526040418629	0.16130674958123054	0.0	0.0	2.072114257128678E-4	1.161388383078915	
15	4	0.0013621062910803346	10.0	9.767143722255755E-4	1363.3368784038653	0.18549070858666153	0.0	0.0	2.724212582160669E-4	1.28447696626561	
16	4	0.0017998669872455232	10.0	0.001357977681010621	1784.4033037808879	0.2173053846703122	0.0	0.0	3.5997339744910464E-4	1.242520759459588	
17	4	0.002373894585554969	10.0	0.0015860405778825074	2319.2282474873887	0.2588054395190957	0.0	0.0	4.747789171109939E-4	1.156887237557443	
18	4	0.003115780367256445	10.0	0.002046720107008063	3008.5772382051573	0.31278610863655715	0.0	0.0	6.23156073451289E-4	1.2677636414152753	
19	4	0.004193384597487805	10.0	0.003116523566696968	4423.424604935595	0.3925790212346973	0.0	0.0	8.386769194975612E-4	1.1371216619504518	
20	4	0.005623026482218942	10.0	0.004245952783309872	6037.041342620451	0.5016956529861836	0.0	0.0	0.0011246052964437884	1.0919165932141892	
21	4	0.007498417915438311	10.0	0.006093676166553042	8292.702559744326	0.6518189430271968	0.0	0.0	0.0014996835830876623	1.2773791284091163	
22	4	0.009915130739003991	10.0	0.007265213133534444	10733.043424039957	0.8461042049447649	0.0	0.0	0.0019830261478007982	1.180813258697052	
23	4	0.01286196857890293	10.0	0.00878055737283653	13425.736356529791	1.0889377444149806	0.0	0.0	0.0025723937157805864	1.1639349428696533	
24	4	0.01655640986852284	10.0	0.010461744476807137	16551.357622997162	1.3880160412001707	0.0	0.0	0.0033112819737045685	1.2169508290232354	
25	4	0.021601883447007874	10.0	0.01455600029550849	22559.399397142723	1.7962639904772748	0.0	0.0	0.004320376689401575	1.1501293465303324	
26	4	0.02798275786631178	10.0	0.01993170758636917	30498.453262078292	2.360802492419758	0.0	0.0	0.005596551573262356	1.1534583343712883	
27	4	0.034156951003005545	10.0	0.0247260695350262	39173.24038177514	3.1494393754895453	0.0	0.0	0.00683139020060111	1.175705978175064	
28	4	0.04081038941967775	10.0	0.028814333325931116	46597.246579450526	4.112693003672452	0.0	0.0	0.008162077883935552	1.1259834288681532	
29	4	0.04751756756133864	10.0	0.03682307046055042	58265.47908406341	5.370183499563243	0.0	0.0	0.009503513512267728	1.1504635719565024	
30	4	0.05408307729905712	10.0	0.039088628492789816	64234.88835485876	6.772971742857467	0.0	0.0	0.010816615459811425	1.1158792914459807	
31	4	0.061020302173553524	10.0	0.043851146980979264	72812.80166497477	8.377638250910758	0.0	0.0	0.012204060434710706	1.1235040896019601	
32	4	0.06802263042071971	10.0	0.05238144226359305	86105.66671429714	10.313452925569543	0.0	0.0	0.013604526084143942	1.1164051245531876	
33	4	0.07476742307033794	10.0	0.05667245993051452	94678.85987873153	12.459739557651947	0.0	0.0	0.01495348461406759	1.1183532735145136	
34	4	0.082015620471978	10.0	0.06255953656180137	104732.05147993672	14.78655873738898	0.0	0.0	0.0164031240943956	1.0848406846156848	
35	4	0.08926951426446189	10.0	0.06764454799845561	114025.19391045469	17.291270680276824	0.0	0.0	0.01785390285289238	1.103557222724885	
36	4	0.09616398127036956	10.0	0.07340315757821758	125259.07404902292	20.04021006343299	0.0	0.0	0.01923279625407391	1.0922865602271519	
37	4	0.10334855519932132	10.0	0.0809415972357501	137178.6649945437	23.04471418093746	0.0	0.0	0.020669711039864265	1.1025431653615407	
38	4	0.11046404685466195	10.0	0.08608107455977936	148673.03645736314	26.278723803590992	0.07015059303619688	0.010070327028146447	0.02209280937093239	1.0709335000185978	
39	4	0.11713391864844093	10.0	0.09166936550493168	159446.71357293546	29.740080028253324	0.20920301141753514	0.02669920560374139	0.023426783729688188	1.0526315369168362	
40	4	0.1241701514233828	10.0	0.09631517583338024	169942.61720401287	33.35772645964715	0.41577461679477573	0.046686728842316366	0.02483403028467656	1.066064723563176	
41	4	0.13099326567276667	10.0	0.09856553781359159	177943.41301169872	37.098595992438575	0.688346330571118	0.06817623089921959	0.026198653134553336	1.0650165890280343	
42	4	0.1381689944998174	10.0	0.10279153517138953	186419.50803983366	40.98489669867212	1.0252601851334668	0.09006610770243795	0.027633798899963483	1.0532139436064063	
43	4	0.14553318845549298	10.0	0.11159507157580537	202944.75841901434	45.25536530353513	1.424717001744445	0.1121633729953838	0.0291066376910986	1.045311694091712	
