time(d)	tt(dd)	plant#	strip#	row#	pos#	species	weed	age(dd)	age(days)	nrBranches	leafArea(m2)	fpar	rfr	biom(mg)	yield(mg)	leafMass(mg)	stemMass(mg)	rootMass(mg)	shootRootRatio(mg)	aboveBiom(mg)	transpiration	
46	636.9421140335545	1	1	1	1	0	0	636.9421140335545	45.0	0	0.11071045069554847	0.44843625213471555	0.7233120308233805	27045.225265024044	0.0	4661.492660865198	5394.719336012683	1059.984692577935	9.487129453181703	10056.21199687788	5.8083244375637264E-8	
46	636.9421140335545	2	1	1	2	0	0	636.9421140335545	45.0	0	0.1099185660290137	0.4406914447431226	0.7273283668049975	26182.784370091158	0.0	4628.150148590051	5366.10218079842	1052.869042344261	9.492398320626666	9994.25232938847	5.8043172093457805E-8	
47	654.0027507785644	1	1	1	1	0	0	654.0027507785644	46.0	0	0.1149272439190516	0.4389541695139714	0.7256997092800449	28773.91442052386	0.0	4839.041849223225	5631.451587156719	1112.20311280612	9.414191810668997	10470.493436379944	5.9330098693126466E-8	
47	654.0027507785644	2	1	1	2	0	0	654.0027507785644	46.0	0	0.11413535925251683	0.43538038036078747	0.7207652981334455	27903.74584154819	0.0	4805.699336948077	5602.834431942455	1105.0874625724462	9.418742064688097	10408.533768890531	5.83389426283351E-8	
48	671.1826216938364	1	1	1	1	0	0	671.1826216938364	47.0	0	0.11907284002937704	0.42239610222125795	0.7150508520761635	30523.41769607938	0.0	5013.593264394822	5864.186807385516	1165.3908038999698	9.334019142229323	10877.780071780337	6.578548816273586E-8	
48	671.1826216938364	2	1	1	2	0	0	671.1826216938364	47.0	0	0.11828095536284228	0.42455255059316843	0.7198383223368212	29653.435432737737	0.0	4980.250752119675	5835.5696521712525	1158.2751536662959	9.337867923744666	10815.820404290927	6.182208887077084E-8	
49	688.4808289632282	1	1	1	1	0	0	688.4808289632282	48.0	0	0.12333363077269976	0.41824721478679366	0.7156239720126527	32311.39814003375	0.0	5192.994979903147	6103.38909472995	1219.5150784539028	9.263013040359137	11296.384074633097	6.062042653317088E-8	
49	688.4808289632282	2	1	1	2	0	0	688.4808289632282	48.0	0	0.122541746106165	0.4160126067531902	0.7156011414198356	31432.399724628674	0.0	5159.6524676280005	6074.7719395156855	1212.3994282202289	9.26627326411357	11234.424407143686	6.475157033735542E-8	
50	705.8964397049821	1	1	1	1	0	0	705.8964397049821	49.0	0	0.127648144101886	0.4087374228784185	0.6995747460758249	34130.16201026781	0.0	5374.658699026778	6345.60738689479	1274.5413564594776	9.195673429129876	11720.266085921568	6.626195784073821E-8	
50	705.8964397049821	2	1	1	2	0	0	705.8964397049821	49.0	0	0.12685625943535123	0.41702375147280685	0.7066125084787271	33284.30304292825	0.0	5341.31618675163	6316.990231680526	1267.4257062258037	9.198414046018348	11658.306418432156	7.282511396633675E-8	
51	723.4284862481575	1	1	1	1	0	0	723.4284862481575	50.0	0	0.13195234968536795	0.4082458879131122	0.6963877085871115	36014.999603982076	0.0	5555.888407804966	6587.246998599041	1330.4331522601785	9.127204464031053	12143.135406404006	7.213959637748583E-8	
51	723.4284862481575	2	1	1	2	0	0	723.4284862481575	50.0	0	0.13116046501883322	0.41531158720639405	0.7046097945330134	35214.80036656186	0.0	5522.545895529818	6558.629843384777	1323.3175020265046	9.129461161371855	12081.175738914595	7.642453518439427E-8	
52	741.0759664193732	1	1	1	1	0	0	741.0759664193732	51.0	0	0.13620840320995695	0.3985862933798189	0.6970260382069161	37930.45280794016	0.0	5735.090661471871	6826.183336821581	1387.1520635653296	9.055441236923816	12561.27399829345	6.948121667823133E-8	
52	741.0759664193732	2	1	1	2	0	0	741.0759664193732	51.0	0	0.13541651854342218	0.40365449703098205	0.7058108928276956	37150.16160071374	0.0	5701.748149196723	6797.566181607317	1380.0364133316557	9.05723516427255	12499.31433080404	7.709277331153824E-8	
53	758.8378438397727	1	1	1	1	0	0	758.8378438397727	52.0	0	0.14059035488873886	0.39657421296035456	0.6918537715900637	39893.25899517534	0.0	5919.593890052162	7072.187641595303	1444.6577625756763	8.992982191494583	12991.781531647466	7.210403477185987E-8	
53	758.8378438397727	2	1	1	2	0	0	758.8378438397727	52.0	0	0.13979847022220412	0.3989383544654815	0.6963234654004338	39137.586073191196	0.0	5886.251377777015	7043.570486381039	1437.5421123420024	8.994395192425465	12929.821864158053	7.526168340910194E-8	
54	776.7130482321257	1	1	1	1	0	0	776.7130482321257	53.0	0	0.1450316819532866	0.394488133333456	0.6915969434502469	41902.903811103206	0.0	6106.597134875226	7321.525301359387	1502.9079892708519	8.93476016635548	13428.122436234615	8.245990960843553E-8	
