time(d)	species	LAI	nrShoots	fAbs	assCO2(umol/m2)	biomAbove(gr/m2)	yield(gr/m2)	harvestIndex	leafArea	fieldRFR	
48	0	0.10507843996770955	1.0	0.08178141704204847	47006.569025954734	21.29820340833358	0.0	0.0	0.10507843996770955	1.0876167031733541	
49	0	0.10933923071103227	1.0	0.08578507203637109	51325.04830202527	22.25921096994756	0.0	0.0	0.10933923071103227	1.0852001957453843	
50	0	0.1136537440402185	1.0	0.0892428904598047	46410.181531957875	23.079138915053463	0.0	0.0	0.1136537440402185	1.07532670702497	
51	0	0.11795794962370046	1.0	0.09154344343770401	45393.005451578036	23.864891031222438	0.0	0.0	0.11795794962370046	1.0709485444039935	
52	0	0.12221400314828945	1.0	0.09397536043090998	42746.30397979097	24.575355556319824	0.0	0.0	0.12221400314828945	1.0754099584121315	
53	0	0.12659595482707137	1.0	0.09802668949246542	43254.951438180186	25.287219075833374	0.0	0.0	0.12659595482707137	1.073918184785515	
54	0	0.13103728189161915	1.0	0.1018099744334247	38413.01434621488	25.862000533284604	0.0	0.0	0.13103728189161915	1.0741814626097905	
55	0	0.13546885942309916	1.0	0.10351975705894328	39833.47890304267	26.46922810953022	0.0	0.0	0.13546885942309916	1.0657235425643776	
56	0	0.13986105167084031	1.0	0.10716322639525154	37136.08751090608	27.001141278843527	0.0	0.0	0.13986105167084031	1.0671551924387188	
57	0	0.14438422943780227	1.0	0.1098261307846029	38134.77344956778	27.548863584807734	0.0	0.0	0.14438422943780227	1.0619931095101967	
58	0	0.1489666269186021	1.0	0.11344809477426883	36623.03690260939	28.049005680520146	0.0	0.0	0.1489666269186021	1.0700343960820513	
59	0	0.15353385700563502	1.0	0.11645668599173332	31916.248152872868	28.420781589412947	0.0	0.0	0.15353385700563502	1.0600771051051463	
60	0	0.15805296712103112	1.0	0.12002872118780254	189561.72082831553	32.953830985421305	0.0	0.0	0.15805296712103112	1.0615338818224267	
