0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	1.2568679999999998e-09
9	1.5678504999999999e-09
10	1.8553487199999999e-09
11	2.13516006e-09
12	2.4135787e-09
13	2.6959605900000002e-09
14	2.98648323e-09
15	3.2832845000000005e-09
16	3.58690483e-09
17	3.8942675399999994e-09
18	4.2037164000000005e-09
19	4.516990809e-09
20	4.832167631999999e-09
21	5.149836188e-09
22	5.468522976e-09
23	5.7866202110000005e-09
24	6.106676618e-09
25	6.426128370000001e-09
26	6.7464943115e-09
27	7.066327535e-09
28	7.386599521e-09
29	7.7071308172e-09
30	8.0280196778e-09
31	8.34893501e-09
32	8.670106650099999e-09
33	8.9909268366e-09
34	9.3110166935e-09
35	9.6306692348e-09
36	9.950350382799999e-09
37	1.02683523869e-08
38	1.05856765018e-08
39	1.09018890486e-08
40	1.12171580952e-08
41	1.15309262309e-08
42	1.1843822568500001e-08
43	1.21553454597e-08
44	1.2464828257430003e-08
45	1.2772377005079999e-08
46	1.307883643474e-08
47	1.3382992724499997e-08
48	1.368539507815e-08
49	1.398606022372e-08
50	1.428374518244e-08
51	1.4579196706e-08
52	1.48732842294e-08
53	1.516511330769e-08
54	1.545419266049e-08
55	1.574109974204e-08
56	1.570545873966e-08
57	1.5665925410010003e-08
58	1.56235679579e-08
59	1.557920084884e-08
