0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	2.14449e-09
9	2.8620214e-09
10	3.5787311999999997e-09
11	4.2988687e-09
12	5.01822269e-09
13	5.73987001e-09
14	6.4637058099999995e-09
15	7.1872822600000006e-09
16	7.911405499999999e-09
17	8.63544735e-09
18	9.35997078e-09
19	1.0085863148999999e-08
20	1.0812411338e-08
21	1.1540843479000002e-08
22	1.2269213672e-08
23	1.2997374818000002e-08
24	1.3726214634e-08
25	1.4455036966000001e-08
26	1.5184657486999998e-08
27	1.5914839578e-08
28	1.6644806499e-08
29	1.7376369545e-08
30	1.8107957911e-08
31	1.8840115992e-08
32	1.95720968e-08
33	2.0304757680999998e-08
34	2.1037358829000003e-08
35	2.17702057811e-08
36	2.25029098543e-08
37	2.3235561398499997e-08
38	2.39677069513e-08
39	2.46997836655e-08
40	2.5431360150100002e-08
41	2.6163008404199996e-08
42	2.68944745287e-08
43	2.76259310577e-08
44	2.8357043587099997e-08
45	2.90871392186e-08
46	2.98172599e-08
47	3.05463847648e-08
48	3.12749926127e-08
49	3.2003043445169993e-08
50	3.273025876304e-08
51	3.345653501183e-08
52	3.418294666769e-08
53	3.490798707426e-08
54	3.563232173246e-08
55	3.6355126599380006e-08
56	3.633184078702e-08
57	3.630609004413e-08
58	3.627926478731999e-08
59	3.625171461935e-08
